cdate,cp,pctlead,slope6,slope7
1980-02-27,112.3800,-0.0267,-0.3234,-0.3782
1980-02-28,112.3500,1.1660,-0.6038,-0.2817
1980-02-29,113.6600,-1.0206,-0.2380,-0.3530
1980-03-03,112.5000,0.2489,-0.3745,-0.3505
1980-03-04,112.7800,-1.4630,-0.0812,-0.2857
1980-03-05,111.1300,-2.2316,-0.4223,-0.2789
1980-03-06,108.6500,-1.6107,-0.5558,-0.6803
1980-03-07,106.9000,-0.3648,-0.8188,-0.7044
1980-03-10,106.5100,1.1924,-1.0859,-0.7563
1980-03-11,107.7800,-0.8443,-0.7220,-0.7674
1980-03-12,106.8700,-1.1696,-0.9123,-0.7402
1980-03-13,105.6200,-0.1799,-0.8578,-0.9503
1980-03-14,105.4300,-3.0067,-0.5038,-0.7623
1980-03-17,102.2600,1.7993,-0.7313,-0.8619
1980-03-18,104.1000,0.2017,-0.3813,-0.3791
1980-03-19,104.3100,-1.1408,-0.5520,-0.2988
1980-03-20,103.1200,-0.7855,-0.6002,-0.6369
1980-03-21,102.3100,-2.9616,-0.5326,-0.6271
1980-03-24,99.2800,-0.0906,-0.9994,-0.8796
1980-03-25,99.1900,-0.5142,-0.5014,-0.8733
1980-03-26,98.6800,-0.4662,-0.8931,-0.5035
1980-03-27,98.2200,2.5046,-1.0136,-0.8339
1980-03-28,100.6800,1.4005,-0.4078,-0.5175
1980-03-31,102.0900,0.0882,-0.0368,-0.1470
1980-04-01,102.1800,0.4893,0.4825,-0.0186
1980-04-02,102.6800,-0.5162,0.5773,0.4831
1980-04-03,102.1500,-1.9187,0.5707,0.4189
1980-04-07,100.1900,1.0081,0.3230,0.2132
1980-04-08,101.2000,1.8874,0.0852,0.4190
1980-04-09,103.1100,0.9407,0.1668,0.3405
1980-04-10,104.0800,-0.2786,0.3097,0.2781
1980-04-11,103.7900,-0.9153,0.1806,0.2245
1980-04-14,102.8400,-0.2042,0.1122,0.0223
1980-04-15,102.6300,-1.0621,0.3950,0.0669
1980-04-16,101.5400,-0.4826,0.0550,0.1877
1980-04-17,101.0500,-0.4948,-0.3345,-0.0209
1980-04-18,100.5500,-0.7459,-0.5764,-0.3573
1980-04-21,99.8000,3.6373,-0.6558,-0.6010
1980-04-22,103.4300,0.2901,0.0969,-0.0506
1980-04-23,103.7300,0.6459,0.1803,0.1249
1980-04-24,104.4000,0.7280,0.4666,0.2477
1980-04-25,105.1600,0.4564,0.6661,0.5041
1980-04-28,105.6400,0.2083,0.8181,0.6351
1980-04-29,105.8600,0.4062,0.9646,0.7294
1980-04-30,106.2900,-0.7809,0.4532,0.8836
1980-05-01,105.4600,0.1138,0.2734,0.2756
1980-05-02,105.5800,0.7577,0.1861,0.2505
1980-05-05,106.3800,-0.1222,0.1921,0.2674
1980-05-06,106.2500,0.8753,0.0959,0.1470
1980-05-07,107.1800,-0.9797,0.2072,0.2073
1980-05-08,106.1300,-1.3286,-0.0251,0.0363
1980-05-09,104.7200,0.0573,-0.1163,-0.2117
1980-05-12,104.7800,1.4507,-0.1259,-0.0918
1980-05-13,106.3000,0.5174,-0.0126,0.0971
1980-05-14,106.8500,0.1310,0.0943,0.0633
1980-05-15,106.9900,0.3365,-0.0299,0.0996
1980-05-16,107.3500,0.2981,0.1915,0.0229
1980-05-19,107.6700,-0.0464,0.4610,0.2068
1980-05-20,107.6200,0.0929,0.4418,0.3879
1980-05-21,107.7200,1.1976,0.2204,0.3917
1980-05-22,109.0100,1.4769,0.3342,0.3598
1980-05-23,110.6200,0.7051,0.5585,0.4980
1980-05-27,111.4000,0.5925,0.6192,0.5792
1980-05-28,112.0600,-1.5974,0.6667,0.6148
1980-05-29,110.2700,0.8797,0.4009,0.3382
1980-05-30,111.2400,-0.4315,0.5296,0.4687
1980-06-02,110.7600,-0.2257,0.2626,0.3921
1980-06-03,110.5100,1.9003,-0.0165,0.1931
1980-06-04,112.6100,0.1510,0.1813,0.2555
1980-06-05,112.7800,0.3724,0.1078,0.1769
1980-06-06,113.2000,0.4505,0.4366,0.1459
1980-06-09,113.7100,0.8355,0.3667,0.4383
1980-06-10,114.6600,1.1861,0.5757,0.4339
1980-06-11,116.0200,-0.4310,0.8068,0.6629
1980-06-12,115.5200,0.2510,0.4243,0.6274
1980-06-13,115.8100,0.2418,0.4398,0.3992
1980-06-16,116.0900,-0.0517,0.4177,0.4112
1980-06-17,116.0300,0.1982,0.3342,0.3503
1980-06-18,116.2600,-1.3762,0.2300,0.3147
1980-06-19,114.6600,-0.5233,-0.1959,0.0000
1980-06-20,114.0600,0.3945,-0.2107,-0.2424
1980-06-23,114.5100,0.5502,-0.1880,-0.1251
1980-06-24,115.1400,1.3722,-0.1375,-0.0830
1980-06-25,116.7200,-0.4541,0.0998,0.0780
1980-06-26,116.1900,-0.1635,-0.0101,0.0198
1980-06-27,116.0000,-1.5172,0.1935,-0.0322
1980-06-30,114.2400,0.6040,0.0260,-0.0521
1980-07-01,114.9300,0.6526,0.0606,0.1077
1980-07-02,115.6800,1.5387,0.0778,0.1446
1980-07-03,117.4600,0.7066,0.1066,0.2860
1980-07-07,118.2900,-0.3804,0.3015,0.1932
1980-07-08,117.8400,0.1188,0.2634,0.2026
1980-07-09,117.9800,-0.8730,0.5326,0.2425
1980-07-10,116.9500,0.7610,0.2868,0.3308
1980-07-11,117.8400,1.8415,0.3058,0.3540
1980-07-14,120.0100,-0.5916,0.3597,0.5240
1980-07-15,119.3000,0.2766,0.1423,0.2222
1980-07-16,119.6300,1.5130,0.2515,0.1615
1980-07-17,121.4400,0.4941,0.4838,0.4321
1980-07-18,122.0400,0.3851,0.7067,0.4849
1980-07-21,122.5100,-0.2612,0.6442,0.6597
1980-07-22,122.1900,-0.2128,0.2998,0.5135
1980-07-23,121.9300,-0.1148,0.3604,0.2261
1980-07-24,121.7900,-0.8293,0.2951,0.2924
1980-07-25,120.7800,0.5382,-0.0903,0.1349
1980-07-28,121.4300,0.7988,-0.0835,-0.0012
1980-07-29,122.4000,-0.1389,-0.0151,0.0422
1980-07-30,122.2300,-0.4582,0.0055,-0.0328
1980-07-31,121.6700,-0.3781,-0.0356,-0.0610
1980-08-01,121.2100,-0.1898,-0.0795,-0.0846
1980-08-04,120.9800,-0.1984,0.0274,-0.0952
1980-08-05,120.7400,0.6709,-0.0946,-0.0047
1980-08-06,121.5500,1.4397,-0.1167,0.0141
1980-08-07,123.3000,0.2514,0.1467,0.1057
1980-08-08,123.6100,0.9465,0.2652,0.1618
1980-08-11,124.7800,-0.7934,0.4857,0.3632
1980-08-12,123.7900,-0.4120,0.3809,0.3004
1980-08-13,123.2800,1.5980,0.3431,0.2671
1980-08-14,125.2500,0.3753,0.4973,0.5211
1980-08-15,125.7200,-1.8533,0.3242,0.4795
1980-08-18,123.3900,-0.6402,-0.0295,0.0103
1980-08-19,122.6000,0.9543,-0.2930,-0.1163
1980-08-20,123.7700,1.3654,-0.0027,-0.1164
1980-08-21,125.4600,0.4464,0.2922,0.1921
1980-08-22,126.0200,-0.6824,0.1031,0.3141
1980-08-25,125.1600,-0.2557,-0.0750,-0.0103
1980-08-26,124.8400,-1.0574,0.1939,-0.1010
1980-08-27,123.5200,-1.1658,0.1229,0.0149
1980-08-28,122.0800,0.2457,-0.2262,-0.0597
1980-08-29,122.3800,1.1113,-0.4140,-0.1599
1980-09-02,123.7400,1.9234,-0.3074,-0.1982
1980-09-03,126.1200,-0.5550,0.1293,0.0115
1980-09-04,125.4200,-0.4306,0.0780,0.0299
1980-09-05,124.8800,-1.2572,0.1826,0.0046
1980-09-08,123.3100,0.6163,0.1649,-0.0242
1980-09-09,124.0700,0.5964,0.2261,0.2288
1980-09-10,124.8100,0.6810,0.1429,0.2786
1980-09-11,125.6600,-0.0955,-0.0615,0.2196
1980-09-12,125.5400,0.1036,0.0160,-0.0664
1980-09-15,125.6700,0.8514,0.1055,0.0286
1980-09-16,126.7400,1.6806,0.4558,0.2124
1980-09-17,128.8700,-0.3647,0.6338,0.6308
1980-09-18,128.4000,0.6620,0.4718,0.4889
1980-09-19,129.2500,0.8897,0.4696,0.4988
1980-09-22,130.4000,-0.7439,0.6317,0.5297
1980-09-23,129.4300,0.7263,0.4864,0.4328
1980-09-24,130.3700,-1.2656,0.4673,0.5202
1980-09-25,128.7200,-1.8412,-0.0193,0.2187
1980-09-26,126.3500,-2.2240,-0.2647,-0.2791
1980-09-29,123.5400,1.5542,-0.7427,-0.5412
1980-09-30,125.4600,1.3311,-0.6467,-0.4238
1980-10-01,127.1300,0.7551,-0.3020,-0.3670
1980-10-02,128.0900,0.9681,-0.3003,-0.1506
1980-10-03,129.3300,1.8557,0.0803,-0.1170
1980-10-06,131.7300,-0.5542,0.7030,0.3376
1980-10-07,131.0000,0.4962,0.9654,0.5188
1980-10-08,131.6500,-0.4634,0.7947,0.8967
1980-10-09,131.0400,-0.5723,0.4995,0.6132
1980-10-10,130.2900,1.3355,0.2802,0.3461
1980-10-13,132.0300,-0.0076,0.3428,0.4296
1980-10-14,132.0200,1.2725,0.0368,0.2925
1980-10-15,133.7000,-1.1070,0.3415,0.2137
1980-10-16,132.2200,-0.5294,0.0720,0.1322
1980-10-17,131.5200,0.8288,0.0606,-0.0141
1980-10-20,132.6100,-0.5807,0.2922,0.1698
1980-10-21,131.8400,0.0607,-0.0239,0.1674
1980-10-22,131.9200,-1.8117,-0.0126,-0.0119
1980-10-23,129.5300,0.2471,-0.5281,-0.2697
1980-10-24,129.8500,-1.5171,-0.3010,-0.4187
1980-10-27,127.8800,0.1329,-0.4645,-0.4742
1980-10-28,128.0500,-0.1093,-0.5853,-0.3806
1980-10-29,127.9100,-1.2665,-0.5070,-0.5182
1980-10-30,126.2900,0.9344,-0.7316,-0.6157
1980-10-31,127.4700,1.2317,-0.2684,-0.4961
1980-11-03,129.0400,1.7747,-0.1057,-0.0547
1980-11-05,131.3300,-1.8427,0.4480,0.1648
1980-11-06,128.9100,0.2094,0.1116,0.1146
1980-11-07,129.1800,0.2322,0.1645,0.1255
1980-11-10,129.4800,1.3747,0.4114,0.1741
1980-11-11,131.2600,2.5370,0.4864,0.5482
1980-11-12,134.5900,1.4117,0.7072,0.7792
1980-11-13,136.4900,0.4835,0.6532,0.8087
1980-11-14,137.1500,0.4375,1.0324,0.6278
1980-11-17,137.7500,1.4156,1.0623,0.9445
1980-11-18,139.7000,-0.4581,1.2510,1.1116
1980-11-19,139.0600,0.9636,0.9458,1.0021
1980-11-20,140.4000,-0.9188,0.6995,0.9470
1980-11-21,139.1100,-0.5751,0.3145,0.4661
1980-11-24,138.3100,0.7375,0.1390,0.1873
1980-11-25,139.3300,0.6029,0.1890,0.2239
1980-11-26,140.1700,0.2497,0.0562,0.2479
1980-11-28,140.5200,-2.3555,0.1743,0.0839
1980-12-01,137.2100,-0.1749,-0.3822,-0.1897
1980-12-02,136.9700,-0.1898,-0.2571,-0.3530
1980-12-03,136.7100,-0.1682,-0.1926,-0.2476
1980-12-04,136.4800,-1.7951,-0.3442,-0.1892
1980-12-05,134.0300,-2.5517,-0.7470,-0.5509
1980-12-08,130.6100,-0.0995,-1.2204,-1.0036
1980-12-09,130.4800,-1.7014,-0.8357,-1.0653
1980-12-10,128.2600,-0.7017,-1.0934,-0.9587
1980-12-11,127.3600,1.4683,-1.1877,-1.0401
1980-12-12,129.2300,0.1702,-0.9295,-0.8162
1980-12-15,129.4500,0.8884,-0.5907,-0.7730
1980-12-16,130.6000,1.7534,-0.0013,-0.3786
1980-12-17,132.8900,0.0828,0.3099,0.2510
1980-12-18,133.0000,0.5263,0.6057,0.2767
1980-12-19,133.7000,1.5557,0.8037,0.5937
1980-12-22,135.7800,-0.3535,0.8235,0.9106
1980-12-23,135.3000,0.4287,0.7301,0.6522
1980-12-24,135.8800,0.5078,0.6546,0.6861
1980-12-26,136.5700,-1.1276,0.4542,0.6330
1980-12-29,135.0300,0.2222,0.2499,0.2264
1980-12-30,135.3300,0.3177,0.2003,0.2459
1980-12-31,135.7600,0.4272,-0.0025,0.2169
1981-01-02,136.3400,1.1955,0.1276,0.0589
1981-01-05,137.9700,0.1087,0.2558,0.2802
1981-01-06,138.1200,-2.2010,0.1894,0.2345
1981-01-07,135.0800,-1.4954,0.0061,-0.1562
1981-01-08,133.0600,0.3156,-0.2781,-0.2070
1981-01-09,133.4800,0.0300,-0.2801,-0.1948
1981-01-12,133.5200,-0.1723,-0.3476,-0.2364
1981-01-13,133.2900,0.1350,-0.5803,-0.3229
1981-01-14,133.4700,0.5619,-0.5799,-0.4787
1981-01-15,134.2200,0.4098,-0.1074,-0.4166
1981-01-16,134.7700,-0.2968,0.2130,-0.0331
1981-01-19,134.3700,-2.0243,0.1107,0.1398
1981-01-20,131.6500,-0.2203,-0.2332,-0.1957
1981-01-21,131.3600,-0.8374,-0.2413,-0.2315
1981-01-22,130.2600,-0.0230,-0.4029,-0.3258
1981-01-23,130.2300,-0.2995,-0.5034,-0.3496
1981-01-26,129.8400,0.9858,-0.6259,-0.4748
1981-01-27,131.1200,-0.5949,-0.4143,-0.3972
1981-01-28,130.3400,-0.0767,-0.1673,-0.4405
1981-01-29,130.2400,-0.5298,-0.1432,-0.1544
1981-01-30,129.5500,-2.0378,-0.0909,-0.1986
1981-02-02,126.9100,1.2213,-0.4267,-0.3688
1981-02-03,128.4600,0.1012,-0.1777,-0.1953
1981-02-04,128.5900,0.8088,-0.3268,-0.1381
1981-02-05,129.6300,0.7483,-0.0918,-0.1649
1981-02-06,130.6000,-1.0184,0.0465,0.0288
1981-02-09,129.2700,-0.0232,-0.0362,-0.1074
1981-02-10,129.2400,-0.7738,0.3003,-0.0343
1981-02-11,128.2400,-0.5926,-0.0284,0.1471
1981-02-12,127.4800,-0.3922,-0.1433,-0.1085
1981-02-13,126.9800,0.6536,-0.3433,-0.1786
1981-02-17,127.8100,0.5242,-0.3628,-0.2023
1981-02-18,128.4800,-1.4555,-0.1028,-0.2362
1981-02-19,126.6100,-0.0237,-0.3435,-0.2973
1981-02-20,126.5800,0.6083,-0.2173,-0.2981
1981-02-23,127.3500,0.0314,-0.0170,-0.0999
1981-02-24,127.3900,0.8870,0.0536,-0.0101
1981-02-25,128.5200,1.2294,0.0928,0.1725
1981-02-26,130.1000,0.8993,0.2113,0.2559
1981-02-27,131.2700,0.5637,0.6042,0.3108
1981-03-02,132.0100,-1.0984,0.6992,0.5979
1981-03-03,130.5600,0.2298,0.4116,0.4387
1981-03-04,130.8600,-0.7107,0.4430,0.3854
1981-03-05,129.9300,-0.0616,0.1797,0.2781
1981-03-06,129.8500,0.9780,-0.0319,0.1454
1981-03-09,131.1200,-0.5033,-0.0191,0.1114
1981-03-10,130.4600,-0.3909,-0.1980,-0.0885
1981-03-11,129.9500,2.4933,-0.0780,-0.2257
1981-03-12,133.1900,-0.0601,0.2970,0.2873
1981-03-13,133.1100,1.1795,0.4037,0.2452
1981-03-16,134.6800,-0.5643,0.6095,0.5150
1981-03-17,133.9200,0.2240,0.3521,0.4393
1981-03-18,134.2200,-0.5662,0.4705,0.3335
1981-03-19,133.4600,0.4646,0.4373,0.3217
1981-03-20,134.0800,1.2008,0.1108,0.4409
1981-03-23,135.6900,-0.7517,0.3201,0.2662
1981-03-24,134.6700,1.8118,-0.0012,0.1658
1981-03-25,137.1100,-0.6126,0.3942,0.2576
1981-03-26,136.2700,-1.1888,0.2527,0.2485
1981-03-27,134.6500,-0.2748,0.1465,0.0455
1981-03-30,134.2800,1.2809,0.0246,0.0866
1981-03-31,136.0000,0.4191,0.0381,0.2024
1981-04-01,136.5700,-0.1831,0.2332,0.0927
1981-04-02,136.3200,-0.6089,-0.0970,0.1735
1981-04-03,135.4900,-1.1514,-0.0959,-0.1706
1981-04-06,133.9300,-0.0149,-0.0886,-0.2470
1981-04-07,133.9100,0.2987,-0.0456,-0.0782
1981-04-08,134.3100,0.2680,-0.2085,0.0032
1981-04-09,134.6700,-0.1188,-0.2350,-0.1407
1981-04-10,134.5100,-1.0111,-0.2243,-0.2184
1981-04-13,133.1500,-0.3530,-0.2909,-0.3372
1981-04-14,132.6800,1.1230,-0.1556,-0.2998
1981-04-15,134.1700,0.3950,0.0324,0.0256
1981-04-16,134.7000,0.5568,0.0485,0.0842
1981-04-20,135.4500,-0.9007,0.0969,0.1214
1981-04-21,134.2300,-0.0670,-0.0348,-0.0469
1981-04-22,134.1400,-0.1491,0.1229,-0.0394
1981-04-23,133.9400,0.8959,0.1562,0.0841
1981-04-24,135.1400,0.2516,0.1201,0.2612
1981-04-27,135.4800,-0.8488,0.0965,0.1389
1981-04-28,134.3300,-0.9529,-0.1387,-0.0392
1981-04-29,133.0500,-0.1804,-0.1464,-0.2552
1981-04-30,132.8100,-0.0678,-0.1653,-0.1512
1981-05-01,132.7200,-1.5446,-0.1518,-0.1515
1981-05-04,130.6700,-0.2678,-0.5594,-0.3500
1981-05-05,130.3200,0.3530,-0.6500,-0.5186
1981-05-06,130.7800,0.6805,-0.4492,-0.5083
1981-05-07,131.6700,-0.0076,-0.1749,-0.2885
1981-05-08,131.6600,-1.4811,-0.1460,-0.1510
1981-05-11,129.7100,0.7787,-0.3835,-0.3379
1981-05-12,130.7200,-0.1300,0.0064,-0.2185
1981-05-13,130.5500,0.5592,0.0293,-0.0131
1981-05-14,131.2800,0.6779,0.0636,0.1048
1981-05-15,132.1700,0.2799,0.0636,0.1515
1981-05-18,132.5400,-0.3395,0.1118,0.0947
1981-05-19,132.0900,-0.0681,0.3015,0.0468
1981-05-20,132.0000,-0.1894,0.1619,0.2485
1981-05-21,131.7500,-0.3188,0.1515,0.1117
1981-05-22,131.3300,1.0965,0.0063,0.0845
1981-05-26,132.7700,0.7532,0.0757,0.1611
1981-05-27,133.7700,-0.2392,0.1550,0.1727
1981-05-28,133.4500,-0.6444,0.1711,0.0981
1981-05-29,132.5900,-0.1358,0.0742,0.0539
1981-06-01,132.4100,-1.3519,0.0829,0.0442
1981-06-02,130.6200,0.0689,-0.0892,-0.1219
1981-06-03,130.7100,0.1913,-0.2596,-0.0669
1981-06-04,130.9600,0.9621,-0.3554,-0.1958
1981-06-05,132.2200,0.0151,-0.1558,-0.1679
1981-06-08,132.2400,-0.2042,-0.0443,-0.1313
1981-06-09,131.9700,0.2652,-0.0558,-0.0673
1981-06-10,132.3200,1.0807,0.2151,-0.0098
1981-06-11,133.7500,-0.1944,0.3831,0.3387
1981-06-12,133.4900,0.0899,0.3178,0.2999
1981-06-15,133.6100,-1.0927,0.1743,0.2851
1981-06-16,132.1500,0.8854,-0.0113,-0.0075
1981-06-17,133.3200,-1.2601,0.1690,0.1161
1981-06-18,131.6400,0.4786,-0.0852,-0.0355
1981-06-19,132.2700,-0.2419,-0.1858,-0.0054
1981-06-22,131.9500,1.0610,-0.1937,-0.1939
1981-06-23,133.3500,-0.5174,-0.0327,-0.0151
1981-06-24,132.6600,0.1131,0.0641,-0.1024
1981-06-25,132.8100,-0.1882,-0.0642,0.0711
1981-06-26,132.5600,-0.5054,0.1156,-0.0820
1981-06-29,131.8900,-0.5156,-0.0478,0.0270
1981-06-30,131.2100,-1.0975,-0.0931,-0.1144
1981-07-01,129.7700,-0.8708,-0.4526,-0.2359
1981-07-02,128.6400,-0.9872,-0.5109,-0.5122
1981-07-06,127.3700,0.6831,-0.6962,-0.5786
1981-07-07,128.2400,0.0624,-0.5559,-0.5024
1981-07-08,128.3200,0.7637,-0.4615,-0.4683
1981-07-09,129.3000,0.0541,-0.2475,-0.2869
1981-07-10,129.3700,0.2087,-0.0519,-0.2042
1981-07-13,129.6400,0.0077,0.1295,-0.0144
1981-07-14,129.6500,0.4474,0.2944,0.1120
1981-07-15,130.2300,0.0845,0.2563,0.3161
1981-07-16,130.3400,0.3222,0.2595,0.2316
1981-07-17,130.7600,-1.5601,0.1872,0.2683
1981-07-20,128.7200,-0.2952,-0.0834,-0.0638
1981-07-21,128.3400,-0.9428,-0.1671,-0.1135
1981-07-22,127.1300,0.2124,-0.3249,-0.2773
1981-07-23,127.4000,0.8320,-0.3663,-0.2492
1981-07-24,128.4600,1.1210,-0.2439,-0.1964
1981-07-27,129.9000,-0.5851,-0.1117,-0.0489
1981-07-28,129.1400,0.0155,0.0545,-0.1802
1981-07-29,129.1600,0.6581,0.1063,0.0489
1981-07-30,130.0100,0.6999,0.3721,0.1853
1981-07-31,130.9200,-0.3361,0.4527,0.4188
1981-08-03,130.4800,0.5365,0.2591,0.3392
1981-08-04,131.1800,1.1358,0.1639,0.2986
1981-08-05,132.6700,-0.0226,0.4500,0.3032
1981-08-06,132.6400,-0.6710,0.4417,0.3817
1981-08-07,131.7500,0.5996,0.2204,0.2816
1981-08-10,132.5400,0.9884,0.2047,0.2743
1981-08-11,133.8500,-0.3362,0.4241,0.3167
1981-08-12,133.4000,0.0825,0.2786,0.3146
1981-08-13,133.5100,-0.7640,0.1053,0.2504
1981-08-14,132.4900,-0.9586,-0.0188,-0.0194
1981-08-17,131.2200,-0.8459,-0.0665,-0.1529
1981-08-18,130.1100,0.2921,-0.3058,-0.1769
1981-08-19,130.4900,0.1533,-0.4247,-0.2216
1981-08-20,130.6900,-1.1172,-0.3437,-0.3428
1981-08-21,129.2300,-2.8863,-0.5458,-0.4544
1981-08-24,125.5000,-0.2948,-0.8993,-0.8805
1981-08-25,125.1300,-0.1359,-0.7897,-0.8156
1981-08-26,124.9600,-1.1604,-0.6723,-0.6986
1981-08-27,123.5100,0.4615,-0.9196,-0.7420
1981-08-28,124.0800,-1.0397,-0.8785,-0.7259
1981-08-31,122.7900,0.1873,-0.8633,-0.9027
1981-09-01,123.0200,0.3821,-0.3336,-0.7146
1981-09-02,123.4900,-1.8220,-0.2211,-0.2318
1981-09-03,121.2400,-0.9650,-0.5040,-0.4507
1981-09-04,120.0700,-1.7406,-0.4682,-0.5698
1981-09-08,117.9800,0.3560,-0.8372,-0.6486
1981-09-09,118.4000,1.4696,-0.6062,-0.6706
1981-09-10,120.1400,1.2236,-0.3993,-0.3139
1981-09-11,121.6100,-0.7812,-0.2613,-0.1673
1981-09-14,120.6600,-0.7376,-0.0807,-0.3369
1981-09-15,119.7700,-0.7514,-0.0418,-0.1753
1981-09-16,118.8700,-1.4470,0.1237,-0.1433
1981-09-17,117.1500,-0.7597,-0.1740,-0.0992
1981-09-18,116.2600,0.8429,-0.5432,-0.2565
1981-09-21,117.2400,-0.4777,-0.6155,-0.3487
1981-09-22,116.6800,-0.8828,-0.5638,-0.5964
1981-09-23,115.6500,-0.5534,-0.5870,-0.6098
1981-09-24,115.0100,-1.9477,-0.5530,-0.5827
1981-09-25,112.7700,2.4475,-0.6315,-0.7524
1981-09-28,115.5300,0.3549,-0.1054,-0.2002
1981-09-29,115.9400,0.2070,-0.1880,-0.0396
1981-09-30,116.1800,0.7747,-0.0724,-0.1312
1981-10-01,117.0800,1.9474,0.2065,0.0495
1981-10-02,119.3600,0.1257,0.6242,0.4570
1981-10-05,119.5100,-0.1004,0.9579,0.5512
1981-10-06,119.3900,1.6082,0.5456,0.8044
1981-10-07,121.3100,0.8243,0.7533,0.6974
1981-10-08,122.3100,-0.7031,0.8526,0.7627
1981-10-09,121.4500,-0.1976,0.6041,0.6271
1981-10-12,121.2100,-0.3548,0.2551,0.4890
1981-10-13,120.7800,-1.6393,0.1748,0.1679
1981-10-14,118.8000,0.7660,-0.0813,-0.0840
1981-10-15,119.7100,-0.4344,-0.2209,0.0378
1981-10-16,119.1900,-0.1762,-0.4326,-0.2513
1981-10-19,118.9800,1.0926,-0.3437,-0.3964
1981-10-20,120.2800,-0.1497,-0.1296,-0.1395
1981-10-21,120.1000,-0.3830,-0.0948,-0.1325
1981-10-22,119.6400,-0.8693,0.1170,-0.1362
1981-10-23,118.6000,-0.3710,-0.1549,-0.0239
1981-10-26,118.1600,0.9563,-0.1439,-0.1856
1981-10-27,119.2900,0.1341,0.0433,0.0120
1981-10-28,119.4500,-0.3265,-0.1160,0.0563
1981-10-29,119.0600,2.3770,-0.1456,-0.1462
1981-10-30,121.8900,1.8951,0.3140,0.2141
1981-11-02,124.2000,0.4831,0.7756,0.5424
1981-11-03,124.8000,-0.0481,0.9112,0.7321
1981-11-04,124.7400,-0.9620,0.7424,0.7710
1981-11-05,123.5400,-0.7042,0.5540,0.4955
1981-11-06,122.6700,0.5054,0.4866,0.3740
1981-11-09,123.2900,-0.4785,0.1884,0.4889
1981-11-10,122.7000,0.1793,-0.2022,0.0935
1981-11-11,122.9200,0.2197,-0.2541,-0.1480
1981-11-12,123.1900,-1.2339,-0.2099,-0.1865
1981-11-13,121.6700,-1.1753,-0.2539,-0.3570
1981-11-16,120.2400,0.7568,-0.3311,-0.3852
1981-11-17,121.1500,-0.7346,-0.2924,-0.1777
1981-11-18,120.2600,0.3742,-0.3345,-0.3556
1981-11-19,120.7100,0.8284,-0.3039,-0.2341
1981-11-20,121.7100,-0.0904,-0.2039,-0.1425
1981-11-23,121.6000,1.5707,-0.0096,-0.1876
1981-11-24,123.5100,0.4372,0.4486,0.2167
1981-11-25,124.0500,0.8384,0.3963,0.4467
1981-11-27,125.0900,1.0073,0.6557,0.4598
1981-11-30,126.3500,-0.1979,0.7598,0.7057
1981-12-01,126.1000,-1.1182,0.5879,0.6207
1981-12-02,124.6900,0.3449,0.4121,0.3420
1981-12-03,125.1200,0.9111,0.2143,0.4023
1981-12-04,126.2600,-0.8475,0.2933,0.3133
1981-12-07,125.1900,-0.2956,0.0133,0.1297
1981-12-08,124.8200,0.5288,-0.2034,-0.0307
1981-12-09,125.4800,0.1833,-0.0825,-0.0991
1981-12-10,125.7100,-0.6205,0.1355,-0.0445
1981-12-11,124.9300,-1.7210,-0.0253,0.0273
1981-12-14,122.7800,0.1710,-0.4647,-0.2674
1981-12-15,122.9900,-0.4635,-0.2946,-0.3750
1981-12-16,122.4200,0.5718,-0.3224,-0.3187
1981-12-17,123.1200,0.7147,-0.3181,-0.1960
1981-12-18,124.0000,-0.5323,-0.2310,-0.1709
1981-12-21,123.3400,-0.3730,-0.2153,-0.2744
1981-12-22,122.8800,-0.4639,0.0135,-0.2379
1981-12-23,122.3100,0.1880,-0.0921,-0.0546
1981-12-24,122.5400,-0.2203,0.0163,-0.0523
1981-12-28,122.2700,-0.4907,-0.1153,-0.0174
1981-12-29,121.6700,0.5178,-0.3170,-0.1688
1981-12-30,122.3000,0.2044,-0.1417,-0.1983
1981-12-31,122.5500,0.1550,-0.0450,-0.0922
1982-01-04,122.7400,-2.1916,0.0586,-0.0163
1982-01-05,120.0500,-0.7247,-0.3404,-0.2646
1982-01-06,119.1800,-0.2098,-0.4242,-0.3949
1982-01-07,118.9300,0.5213,-0.3775,-0.3941
1982-01-08,119.5500,-2.3170,-0.3804,-0.2508
1982-01-11,116.7800,-0.4110,-0.8045,-0.6573
1982-01-12,116.3000,-1.2210,-0.9060,-0.7498
1982-01-13,114.8800,0.5745,-0.7327,-0.9520
1982-01-14,115.5400,0.6837,-0.5185,-0.5492
1982-01-15,116.3300,0.7651,-0.3718,-0.3483
1982-01-18,117.2200,-1.0664,-0.3343,-0.2094
1982-01-19,115.9700,-0.6036,-0.1163,-0.4403
1982-01-20,115.2700,0.4164,-0.1482,-0.1861
1982-01-21,115.7500,-0.3197,0.1250,-0.0678
1982-01-22,115.3800,0.0260,-0.0230,0.0616
1982-01-25,115.4100,-0.1906,-0.1324,-0.0160
1982-01-26,115.1900,0.4775,-0.2929,-0.1407
1982-01-27,115.7400,2.7475,-0.0332,-0.1830
1982-01-28,118.9200,1.2445,0.5241,0.3635
1982-01-29,120.4000,-2.1761,0.6633,0.6281
1982-02-01,117.7800,0.1953,0.3412,0.2479
1982-02-02,118.0100,-1.2965,0.3683,0.3202
1982-02-03,116.4800,-0.0515,0.1824,0.1301
